id;registro;nif;denominacion;ambito;seccion;actividades;fecha_constitucion;direccion_nombre_via;direccion_provincia_nombre;direccion_isla_nombre;direccion_municipio_nombre;direccion_codigo_postal;teléfono;dominio_internet;email
22226;G1/S1/21854-16/GC;_U;AMIGOS RAZAS CINOLÓGICAS CANARIAS (RACICAN CLUB);AUTONÓMICO;Sección 1 - Asociaciones;SOBRE ANIMALES Y PLANTAS;22/02/2015;CTRA. VECINAL DE LA MILAGROSA, Nº 272;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35018;_U;_U;_U
22227;G1/S1/21855-16/GC;G76259712;CASA VENEZOLANA-GRAN CANARIA 7 ESTRELLAS;AUTONÓMICO;Sección 1 - Asociaciones;REFERIDAS A PAISES EXTRANJEROS;31/01/2016;C/ PELOTA, Nº 21;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35001;_U;_U;venegran7estrellas@gmail.com
22228;G1/S1/21856-16/GC;_U;FQ PILATES TERAPIAS ALTERNATIVAS;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS;07/04/2016;C/ LLANOS LOS RUBIOS, Nº 9;Las Palmas;GRAN CANARIA;TEROR;35330;_U;_U;_U
22229;G1/S2/14194-16/F;_U;FEDERACIÓN DE ASOCIACIONES CANNÁBICAS DE CANARIAS (FEDACAN);AUTONÓMICO;Sección 2 - Federaciones;NATURISMO Y MEDICINAS ALTERNATIVAS;07/04/2016;AVDA CALLE CENTRAL DEL CASTILLO, S/N, CC HAPPY CENTER, LOCAL 10;Las Palmas;FUERTEVENTURA;ANTIGUA;35610;_U;_U;_U
22230;G1/S1/21857-16/GC;_U;AGROECOLÓGICA Y SOCIAL RIKEZA;AUTONÓMICO;Sección 1 - Asociaciones;OTRAS DEFENSA DE LA NATURALEZA;28/04/2016;PASAJE DE PLAYA DE PUERTO RICO, EL PUERTILLO;Las Palmas;GRAN CANARIA;ARUCAS;35414;_U;_U;_U
22231;G1/S1/21858-16/GC;_U;HIPATÍA CANARIAS, ASOCIACIÓN SOCIAL PARA LA IGUALDAD;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCION SOCIAL;27/04/2016;AVDA RAFAEL CABRERA, Nº 14, 5º A;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35002;_U;_U;_U
22232;G1/S1/21859-16/GC;_U;CULTURAL ARTES ESCÉNICAS ASART;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;05/05/2016;C/ SOROLLA, Nº 4, PORTAL 14, Nº 154, LOMO MASPALOMAS;Las Palmas;GRAN CANARIA;SAN BARTOLOMÉ DE TIRAJANA;35100;_U;_U;_U
22234;G1/S1/21861-16/TF;_U;ASOCIACIÓN PARA LA PROMOCIÓN COMERCIAL Y TURÍSTICA DE CHINA CON CANARIAS HUA SHANG HUI;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE CANDELARIA Nº 23;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38001;922248894;_U;_U
22235;G1/S1/21862-16/TF;_U;ASOCIACION CULTURAL QUARK;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALALE DEAN PALAHI Nº 22;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38201;669012886;_U;_U
22236;G1/S1/21863-16/P;_U;ASOCIACION  UNIDAD PROTECTORA DE ANIMALES LA PALMA (UPA LA PALMA);INSULAR;Sección 1 - Asociaciones;_U;_U;CAMINO LA MAYATA, Nº 88 - CALLEJONES;Santa Cruz de Tenerife;LA PALMA;VILLA DE MAZO;38739;620039310;_U;_U
22237;G1/S1/21864-16/TF;_U;ASOCIACION DE SENSIBILIDAD QUIMICA MULTIPLE TENERIFE;INSULAR;Sección 1 - Asociaciones;_U;_U;VIA HELIODORO RODRIGUEZ LOPEZ Nº 5-6ºA;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38005;628211089;_U;_U
22238;G1/S1/21865-16/TF;_U;ASOCIACION SOCIOCULTURAL LAS GALLETAS;INSULAR;Sección 1 - Asociaciones;_U;_U;CALLE LOS FUNDADORES Nº 6-1º-LAS GALLETAS;Santa Cruz de Tenerife;TENERIFE;ARONA;38631;922390642;_U;_U
22239;G1/S1/21866-16/TF;_U;ASOCIACION DE VECINOS JOSE OBRERO;MUNICIPAL;Sección 1 - Asociaciones;_U;_U;CAMINO CARRIL S/N BARRIADA DEL CARMEN, LA VERA;Santa Cruz de Tenerife;TENERIFE;PUERTO DE LA CRUZ;38400;692173296;_U;pacojavierbellohernandez@gmail.com
22240;G1/S1/21867-16/TF;_U;ASOCIACION  DE AMIGOS DE LAS AUTOCARAVANAS Y LA NATURALEZA GRACAN TENERIFE;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE SAN ROQUE Nº 3-4º-LOS MAJUELOS;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38108;626605459;_U;_U
22241;G1/S1/21868-16/GC;_U;MULTIARTÍSTICA Y PLURICULTURAL AUYANTEPUY;AUTONÓMICO;Sección 1 - Asociaciones;REFERIDAS A PAISES EXTRANJEROS;04/02/2016;C/ TERUEL, Nº 11, BAJO C, BALOS;Las Palmas;GRAN CANARIA;SANTA LUCÍA;35110;_U;_U;_U
22242;G1/S1/21869-16/GC;_U;BAILE Y ANIMACIÓN SOL DE ANDALUCÍA;INSULAR;Sección 1 - Asociaciones;RECREATIVAS;21/03/2016;C/ FARMACÉUTICO PEDRO RIVERO, Nº 28, PORTAL 2, 2º B;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35013;_U;_U;_U
22243;G1/S1/21870-16/L;_U;DE DEFENSA SANITARIA GANADERA GUANAPAY DE TEGUISE;INSULAR;Sección 1 - Asociaciones;DE PROFESIONALES;15/12/2015;CTRA TEGUISE MOZAGA, S/N., CENTRO AGROTECNOLÓGICO DE TEGUISE;Las Palmas;LANZAROTE;TEGUISE;35539;_U;_U;_U
22244;G1/S1/21871-16/L;_U;"""COMPAÑÍA TEATRAL ACTÚA7"" ACCIÓN CULTURAL, SOCIAL Y ARTÍSTICA";AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;11/04/2016;C/ VÍCTOR HUGO, Nº 10, ALTO A;Las Palmas;LANZAROTE;TEGUISE;35530;_U;_U;_U
22245;G1/S1/21872-16/L;_U;CULTURAL DANZA EMOCIONAL DE LANZAROTE;INSULAR;Sección 1 - Asociaciones;CULTURALES;17/03/2016;C/ ANZUELO, Nº 15, BAJO IZQDA.;Las Palmas;LANZAROTE;SAN BARTOLOMÉ;35509;_U;_U;_U
22246;G1/S1/21873-16/GC;_U;"CULTURAL Y DEPORTIVA ""PEÑA CANTERANOS AMARILLOS""";AUTONÓMICO;Sección 1 - Asociaciones;PEÑAS DE SEGUIDORES Y AFICIONADOS;02/04/2016;C/ OROBAL, Nº 17;Las Palmas;GRAN CANARIA;GÁLDAR;35460;_U;_U;_U
22247;G1/S1/21874-16/GC;_U;"DEPORTIVA AMIGOS DEL AIRSOFT ""EL GARAC""";INSULAR;Sección 1 - Asociaciones;DEPORTIVAS;26/01/2016;C/ REGIDOR PINEDO, Nº 11, SAN ISIDRO;Las Palmas;GRAN CANARIA;GÁLDAR;35488;_U;_U;_U
22248;G1/S1/21875-16/GC;_U;SOCIO-CULTURAL QIÁOLIÁNG CHINA-CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;REFERIDAS A PAISES EXTRANJEROS;27/04/2016;C/ CAPITÁN QUESADA, Nº 23;Las Palmas;GRAN CANARIA;GÁLDAR;35460;_U;_U;_U
22250;G1/S1/21877-16/GC;_U;ASOCIACIÓN CULTURAL DE BIBLIOTECARIOS/AS Y DOCUMENTALISTAS DE CANARIAS (BYD CANARIAS);AUTONÓMICO;Sección 1 - Asociaciones;_U;14/03/2015;CALLE REMEDIOS, 7 - (BIBLIOTECA INSULAR DE GRAN CANARIA);Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35002;619121916;_U;info@bydcanarias.es
22251;G1/S1/21878-16/TF;_U;ASOCIACION CULTURAL TITANIUM;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;PLAZA DE LA VERA Nº 4;Santa Cruz de Tenerife;TENERIFE;SAN JUAN DE LA RAMBLA;38420;648063078;_U;_U
22252;G1/S1/21879-16/H;G76710763;ASOCIACIÓN GRUPO DE BAILARINES Y TOCADORES MOERGUA;AUTONÓMICO;Sección 1 - Asociaciones;"CULTURALES; MUSICA POPULAR Y FOLKLORICA";_U;CALLE TESENAITA, 15;Santa Cruz de Tenerife;EL HIERRO;VALVERDE;38916;"699340035; 618076474";_U;grbailarinesytocadoreselnorte@gmail.com
22254;G1/S1/21880-16/TF;_U;ASOCIACIÓN PRODERECHO ANIMAL- EL ROSARIO - PRODEA;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE ALVARADO Nº 1 URB. ALDEA EDEN 4, RADAZUL ALTO;Santa Cruz de Tenerife;TENERIFE;EL ROSARIO;38109;922680451;_U;_U
22255;G1/S1/21881-16/TF;_U;ASOCIACION LUDICO MUSICAL MURGA LOS VENGADORES;MUNICIPAL;Sección 1 - Asociaciones;_U;_U;CALLE SAN JUAN Nº 106-2ºB;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38320;676500640;_U;_U
22256;G1/S1/21882-16/TF;_U;ASOCIACIÓN MEDIOAMBIENTAL KALANCHOE;INSULAR;Sección 1 - Asociaciones;_U;_U;AV MARITIMA 29 RES. NAIGUATÁ BL C2-3º PTA 33;Santa Cruz de Tenerife;TENERIFE;CANDELARIA;38530;652730955;_U;_U
22258;G1/S1/21884-16/P;647105642;ASOCIACION CULTURAL GUATACA AGRICULTURA PALMERA;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;AVENIDA DR FLEMING Nº 17-2º;Santa Cruz de Tenerife;LA PALMA;LOS LLANOS DE ARIDANE;38760;_U;_U;_U
22259;G1/S1/21885-16/TF;_U;ASOCIACION REAL´N CRUDO CULTURAL MUSICAL;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE SAN AGUSTIN Nº 72-5;Santa Cruz de Tenerife;TENERIFE;ICOD DE LOS VINOS;38430;622136600;_U;_U
22260;G1/S1/21886-16/TF;_U;ASOCIACION PARRANDA LA ESCUELITA DE IGUESTE;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;PLAZA DE LA TRINIDAD BAJO PLAZA 9;Santa Cruz de Tenerife;TENERIFE;CANDELARIA;38250;647282994;_U;_U
22262;G1/S1/21888-16/P;_U;CANARIA DE JUEGOS DE ESTRATEGIA ACAJES;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE PEDRO POGGIO 6;Santa Cruz de Tenerife;LA PALMA;SANTA CRUZ DE LA PALMA;38700;636479900;_U;_U
22264;G1/S1/21890-16/TF;_U;ASOCIACIÓN CULTURAL LICEO LANCELOT;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;06/03/2016;CALLE ESPERANTO, 3 - 1º B;Santa Cruz de Tenerife;TENERIFE;TEGUESTE;38280;_U;_U;_U
22265;G1/S1/21891-16/TF;_U;ASOCIACION GRUPO DE BAILE FUNKY STAR;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE SAN ANDRES EDIF 3 LA CENTINELA-3 IZQ;Santa Cruz de Tenerife;TENERIFE;ICOD DE LOS VINOS;38430;626362257;_U;_U
22266;G1/S1/21892-16/TF;_U;ASOCIACION CULTURAL SOKO COLECTIVO;INSULAR;Sección 1 - Asociaciones;_U;_U;CALLE SAN JUAN N8º 85- 1º BARRIO DE LA CANDELARIA- LA CUESTA;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;617282391;_U;_U
22267;G1/S1/21893-16/TF;_U;ASOCIACION SOCIO CULTURAL Y DE FESTEJOS GUARGACHO 2016;MUNICIPAL;Sección 1 - Asociaciones;_U;_U;CALLE ANTONIO BELLO Nº 30 GUARGACHO;Santa Cruz de Tenerife;TENERIFE;ARONA;38640;629230849;_U;_U
22268;G1/S1/21894-16/TF;_U;ASOCIACION SOCIO CULTURAL ALMA SHOW;MUNICIPAL;Sección 1 - Asociaciones;_U;_U;CALLE LARAZULEA Nº 14;Santa Cruz de Tenerife;TENERIFE;ARONA;38640;636628180;_U;administracion@unificont.es
22269;G1/S1/21895-16/TF;G76703438;ASOCIACION VECINAL LA ESTRELLA DEL SUR;MUNICIPAL;Sección 1 - Asociaciones;_U;_U;CALLE MANUEL AMANT Nº 8 - ESTRELLA DEL SUR;Santa Cruz de Tenerife;TENERIFE;ARONA;38640;650156157;_U;ildisol@hotmail.com
22270;G1/S1/21896-16/F;_U;YOGA STUDIO FUERTEVENTURA & SENDERO NATURAE ASOCIACIÓN SOCIO CULTURAL;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;26/01/2016;C/ VASCONGADAS, Nº 41, LOCAL 1, BARRIO DE FABELO;Las Palmas;FUERTEVENTURA;PUERTO DEL ROSARIO;_U;_U;_U;_U
22271;G1/S1/21897-16/F;_U;CULTURAL DEPORTIVA DE MADRES Y PADRES MAXOFUER;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;28/02/2016;C/ LUCHA CANARIA, Nº 58 BAJO;Las Palmas;FUERTEVENTURA;PUERTO DEL ROSARIO;35600;_U;_U;_U
22272;G1/S1/21898-16/F;_U;JUVENIL, DEPORTIVA Y CULTURAL CUARENTA SESENTA;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;07/04/2016;PLAZA LA CANDELARIA, Nº 3;Las Palmas;FUERTEVENTURA;TUINEJE;35620;_U;_U;asocuarentasesenta@gmail.com
22273;G1/S1/21899-16/GC;_U;RECREATIVA DE AIRSOFT MONKEY RAPTORS;AUTONÓMICO;Sección 1 - Asociaciones;RECREATIVAS;11/04/2016;C/ MAR CANTÁBRICO, Nº 27;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35010;_U;_U;_U
22274;G1/S1/21900-16/GC;_U;QUIROCAN QUIROTERAPIAS CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;04/05/2016;C/ INVIERNO, Nº 117, BLOQUE 4, BAJO B;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35018;_U;_U;_U
22275;G1/S1/21901-16/GC;_U;ATTAC CANARIAS ASOCIACIÓN PARA LA TRIBUTACIÓN DE LAS TRANSACCIONES FINANCIERAS Y LA ACCIÓN CIUDADANA, MOVIMIENTO DE LA CIUDADANÍA PARA EL CONTROL DEMOCRÁTICO DE LOS MERCADOS FINANCIEROS,;AUTONÓMICO;Sección 1 - Asociaciones;ECONÓMICAS Y PROFESIONALES;14/09/2015;C/ CEBRIÁN, Nº 54;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35003;_U;OJO: EL NOMBRE NO ESTÁ COMPLETO, AÑADIR:;"""SUS INSTITUCIONES Y LA JUSTICIA FISCAL GLOBAL"""
22276;G1/S1/21902-16/GC;_U;SALITRE SPORT;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;08/05/2016;C/ VIRGEN DEL PILAR, Nº 30, 8º E;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35012;_U;_U;_U
22277;G1/S1/21903-16/GC;_U;CULTURAL RECREATIVA PEÑA AMARILLO SOMOS;AUTONÓMICO;Sección 1 - Asociaciones;PEÑAS DE SEGUIDORES Y AFICIONADOS;13/05/2016;C/ LEÓN Y JOVEN, Nº 2, 1º C;Las Palmas;GRAN CANARIA;SANTA LUCÍA;35110;_U;_U;_U
22278;G1/S1/21904-16/GC;_U;DIPLOMACIA CULTURAL HISPANO-CHINA;MUNICIPAL;Sección 1 - Asociaciones;REFERIDAS A PAISES EXTRANJEROS;17/05/2016;C/ CÓRDOBA, Nº 12, 6º D;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35016;_U;_U;_U
22279;G1/S1/21905-16/L;_U;"DE ANIMALES ""ARUNA""";AUTONÓMICO;Sección 1 - Asociaciones;SOBRE ANIMALES Y PLANTAS;16/05/2016;C/ DOCTOR JUAN NEGRÍN, Nº 34;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
22280;G1/S1/21906-16/GC;_U;PRO-HOMENAJE A DOMINGO GONZÁLEZ CHAPARRO;INSULAR;Sección 1 - Asociaciones;CULTURALES;20/04/2016;C/ ALCALDE FRANCISCO HERNÁNDEZ GONZÁLEZ, Nº 13;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35013;_U;_U;_U
22281;G1/S1/21907-16/GC;_U;RECREATIVA SOCIO CULTURAL DE REPRESENTACIONES TEATRALES UNIDAD HADES GRAN CANARIA;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;20/04/2016;C/ FRANCISCO INGLOTT ARTILES, Nº 6, 3º D;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35016;_U;_U;_U
22282;G1/S1/21908-16/TF;_U;ASOCIACION CANARIA DE ALUMNOS CONSMUTE;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE LPEDRO SUAREZ HERNANDEZ;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38009;636898340;_U;_U
22283;G1/S1/21909-16/TF;_U;ASOCIACION  L.L.C. ESTUDIO CREATIVO ASOCIACION CULTURAL DE TENERIFE;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE VIANA Nº 61;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38202;658970374;_U;_U
22284;G1/S1/21910-16/GC;_U;MÚSICO CULTURAL TUNA GRAN CANARIA (AM-TUNA);AUTONÓMICO;Sección 1 - Asociaciones;MUSICALES;10/03/2016;C/ CARACAS, Nº 4, 1º F;Las Palmas;GRAN CANARIA;TELDE;35212;_U;_U;_U
22286;G1/S1/21912-16/GC;G76268077;AMPA GUINIGUADA DEL CEIP LA CALZADA;INSULAR;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;29/03/2016;CAMINO AL BARRANCO, CEIP LA CALZADA;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35017;_U;_U;ampaguiniguada@gmail.com
22287;G1/S1/21913-16/GC;_U;DE QIGONG LOS TRES TESOROS;INSULAR;Sección 1 - Asociaciones;VARIAS;11/04/2016;C/ JERUSALÉN, Nº 52;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35018;_U;_U;_U
22289;G1/S1/21915-16/L;_U;EX ALUMNOS CICLO MOLDEADO Y MICROFUSIÓN MISCELÁNEA;INSULAR;Sección 1 - Asociaciones;DE EX-ALUMNOS;21/03/2016;C/ CARDENAL CISNEROS, Nº 47, 1º DCHA.;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
22290;G1/S1/21916-16/TF;G76709427;ASOCIACIÓN CULTURAL GALATEA PARA EL BIENESTAR SOCIAL Y FAMILIAR;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCION SOCIAL;19/01/2016;CALLE EL CAMARÓN, 4;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38107;676205394;_U;contacto@gabinetegalatea.es
22291;G1/S1/21917-16/TF;_U;ASOCIACIÓN COMISIÓN DE FIESTAS CRUZ DEL CAMINO Y SAN SALVADOR;MUNICIPAL;Sección 1 - Asociaciones;DE FESTEJOS;08/01/2016;CENTRO CULTURAL DE LA CRUZ DEL CAMINO;Santa Cruz de Tenerife;TENERIFE;ICOD DE LOS VINOS;38430;_U;_U;_U
22292;G1/S1/21918-16/TF;_U;ASOCIACIÓN DE ESTIBADORES TENERIFE (AESTE);INSULAR;Sección 1 - Asociaciones;SECTOR COMERCIO, TRANSPORTE Y OTROS SERVICIOS;29/02/2016;CALLE JUAN DE AGUILAR, 4 - PISO 4º A;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38008;_U;_U;_U
22293;G1/S1/21919-16/TF;_U;ASOCIACIÓN CULTURAL-DEPORTIVA KOLEKTIVO AIR-COOLED DE TENERIFE VWEEKEND CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES, RECREATIVAS Y DEPORTIVAS;02/02/2016;CALLE VIERA Y CLAVIJO, 71;Santa Cruz de Tenerife;TENERIFE;LOS REALEJOS;38410;_U;_U;_U
22294;G1/S1/21920-16/TF;_U;ASOCIACIÓN DEPORTIVA PELUYER SPORT CENTER;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;01/03/2016;CALLE CAÑEÑO, 167;Santa Cruz de Tenerife;TENERIFE;LA OROTAVA;38310;_U;_U;_U
22295;G1/S1/21921-16/TF;_U;"ASOCIACIÓN PARA EL FOMENTO DEL DEPORTE ""DEPORTE 7 ISLAS""";AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;13/01/2016;CALLE A BALCÓN DEL RAMONAL, 22;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38009;_U;_U;_U
22296;G1/S1/21922-16/TF;_U;ASOCIACIÓN PARRANDA ZONZAMAS;INSULAR;Sección 1 - Asociaciones;MUSICA POPULAR Y FOLKLORICA;10/02/2016;CALLE TORIBIO DELGADO ACOSTA, 8;Santa Cruz de Tenerife;TENERIFE;LA OROTAVA;38310;_U;_U;_U
22297;G1/S1/21923-16/TF;_U;ASOCIACIÓN CULTURAL CASA DE LAS ARTES DE LA GUANCHA;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;26/11/2015;CALLE PEDRO GONZÁLEZ YANES, S/N;Santa Cruz de Tenerife;TENERIFE;LA GUANCHA;38440;_U;_U;amlaguancha@yahoo.es
22298;G1/S1/21924-16/TF;G76704154;ASOCIACIÓN CULTURAL, RECREATIVA Y FESTIVA NUESTRA SEÑORA VIRGEN DE LAS NIEVES DE LA ZAMORA ALTA DE LOS REALEJOS;MUNICIPAL;Sección 1 - Asociaciones;DE FESTEJOS;14/04/2016;PLAZA DE LA ZAMORA ALTA, BAJOS ASOCIACIÓN DE VECINOS, LOCAL B;Santa Cruz de Tenerife;TENERIFE;LOS REALEJOS;38419;_U;_U;_U
22299;G1/S1/21925-16/TF;_U;ASOCIACIÓN JUVENIL CULTURAL GUANCHITOS DEL VALLE;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES E IDEOLOGICAS;16/05/2016;CALLE HOYA DE CARTAYA, 10;Santa Cruz de Tenerife;TENERIFE;GÜÍMAR;38500;_U;_U;_U
22300;G1/S1/21926-16/TF;_U;ASOCIACIÓN CANARIA DE LUCHA POR LA JUVENTUD - ACLJ;AUTONÓMICO;Sección 1 - Asociaciones;_U;08/01/2016;CALLE TOLEDO, 33 - (EL TABLERO);Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38107;_U;_U;_U
22301;G1/S1/21927-16/TF;_U;ASOCIACIÓN DEPORTIVA VETERANOS DE FÚTBOL U.D. REALEJOS;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS ESPECIFICAS;01/04/2016;CALLE PULDÓN NATERO, 14 - (LA CRUZ SANTA);Santa Cruz de Tenerife;TENERIFE;LOS REALEJOS;38413;_U;_U;_U
22302;G1/S1/21928-16/TF;_U;ASOCIACIÓN DEPORTIVA CULTURAL ATAMANSE TACO - SAN MATÍAS;INSULAR;Sección 1 - Asociaciones;_U;25/01/2016;CALLE SAN AGUSTÍN, S/N - CENTRO CIUDADANO II (BARRIO DE SAN MATÍAS - TACO);Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38108;_U;_U;_U
22303;G1/S1/21929-16/GC;_U;CULTURAL PER-QT CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;MUSICALES;23/04/2016;CARRETERA LAS MADRES, Nº 43;Las Palmas;GRAN CANARIA;FIRGAS;35430;_U;_U;_U
22304;G1/S1/21930-16/L;_U;"CULTURAL Y RECREATIVA ""PEÑA UDLP AMARILLOS LANZAROTE""";AUTONÓMICO;Sección 1 - Asociaciones;PEÑAS DE SEGUIDORES Y AFICIONADOS;11/05/2016;C/ VELACHO, Nº 19;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
22305;G1/S1/21931-16/GC;_U;CULTURAL RECREATIVA PEÑA ORGULLO CANTERA CANARIA;AUTONÓMICO;Sección 1 - Asociaciones;PEÑAS DE SEGUIDORES Y AFICIONADOS;20/05/2016;C/ PINTOR MURILLO, Nº 3;Las Palmas;GRAN CANARIA;ARUCAS;35400;_U;_U;_U
22306;G1/S1/21932-16/GC;_U;"DE COCINEROS, REPOSTEROS Y PANADEROS DE GRAN CANARIA ""MOJO PICÓN""";AUTONÓMICO;Sección 1 - Asociaciones;DE PROFESIONALES;_U;C/ SANTA BRÍGIDA, Nº 16, LOCAL A-B;Las Palmas;GRAN CANARIA;SAN BARTOLOMÉ DE TIRAJANA;35100;_U;_U;_U
22307;G1/S1/21933-16/GC;G76266618;PEÑA ARTEMI ATHLETIC CLUB;AUTONÓMICO;Sección 1 - Asociaciones;PEÑAS DE SEGUIDORES Y AFICIONADOS;18/05/2016;C/ PIZARRO, Nº 9, BLOQUE 1, 3º B;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35010;_U;_U;artemi.athletic@gmail.com
22308;G1/S1/21934-16/GC;_U;CASA DEL MIGRANTE EN CANARIAS (CMC);AUTONÓMICO;Sección 1 - Asociaciones;REFERIDAS A PAISES EXTRANJEROS;16/05/2016;C/ BARRANQUILLO DE DON ZOILO, Nº 84;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35011;_U;_U;_U
22309;G1/S1/21935-16/GC;_U;LIBETEATRO;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;25/05/2016;C/ JUAN MANUEL DURÁN GONZÁLEZ, Nº 42, 1º D;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35010;_U;_U;_U
22310;G1/S1/21936-16/L;_U;CULTURAL DIABLOS DE HARÍA - DANZA DEL FUEGO;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;22/06/2015;C/ LOS PICACHOS, Nº 11;Las Palmas;LANZAROTE;HARÍA;35542;_U;_U;diablosdeharia@gmail.com
22311;G1/S1/21937-16/GC;G76270396;SOCIAL CASA DE LOS PUEBLOS EN CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCION SOCIAL;10/03/2016;PASEO DE SAN JOSÉ, Nº 174, 1º;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35015;689099288;_U;"casadelospuebloscanarias@gmail.com; tabaibadulceamarga@yahoo.es"
22312;G1/S1/21938-16/GC;G76260017;SOCIAL ASISTIA;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCION SOCIAL;01/04/2016;C/ SAN NICOLÁS, Nº 9;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;_U;_U;_U;_U
22313;G1/S1/21939-16/GC;_U;CULTURAL ANDANZAS CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;07/04/2016;C/ JOSÉ JUAN MEJÍAS PÉREZ, Nº 1;Las Palmas;GRAN CANARIA;ARUCAS;35400;_U;_U;_U
