registro;nif;nombre;situacion;finalidad;direccion_nombre_via;direccion_municipio_nombre;direccion_provincia_nombre;direccion_isla_nombre;pagina_web;email
350;G76738640;FUNDACIÓN CANARIA ADRIÁN HOTELES;Registrada con actividad;SOCIALES;Calle C/ París,s/n, Hotel Jardines de Nivaria. Adeje, Santa Cruz de Tenerife (38660).;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.fundacionadrianhoteles.org/;info@fundacionadrianhoteles.org
301;G76539808;EN PIE, FUNDACIÓN CANARIA;Registrada con actividad;BENÉFICAS;Urbanización Los Corales nº 17, Las Caletillas, 38520, Candelaria, Tenerife;Candelaria;Santa Cruz de Tenerife;Tenerife;https://enpie.org/;fundacion@enpie.org
24;G38240297;FUNDACION MARQUES DE SOMOSIERRA;Registrada con actividad;EDUCATIVAS;Calle Cristino Diaz Martinez nº 8;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;Andrea Suárez <contabilidad@ariasmachucaasesores.es>
170;_U;FUNDACION CANARIA DE AYUDA AL MENOR;Sin actividad;BENÉFICAS;Calle C/. Ramón y Cajal, nº 3, Local 5;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
146;G38629788;FUNDACIÓN CANARIA CAJASIETE PEDRO MODESTO CAMPOS;Registrada con actividad;CULTURALES;Avenida Avda. Manuel Hermoso Rojas, nº 8;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;maloly.gimeno@cajasiete.com
199;G35794262;FUNDACION CANARIA  PEPE DÁMASO;En trámites de extinción;CULTURALES;Plaza de la Constitución, s/n   c/ Tauro nº 71 35009 Las Palmas de GC;Agaete;Las Palmas;Gran Canaria;-;pepedamaso@yahoo.es
165;_U;FUNDACION CANARIA DE SERVICIOS SOCIALES Y OCIO DE TELDE;Sin actividad;CULTURALES;Calle C/. Secretario Guedes Alemán, nº 18;Telde;Las Palmas;Gran Canaria;-;_U
324;G76678937;FUNDACIÓN CANARIA OBSERVATORIO DE ENERGÍAS RENOVABLES Y EFICIENCIA ENERGÉTICA;Registrada con actividad;MEDIOAMBIENTALES;Avenida Avda.  Bravo Murillo, nº 10 1º;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;administracion@fundacionobservatorio.org
414;G55431746;FUNDACION CANARIA DE LA FEDERACION INTERINSULAR DE FUTBOL DE LAS PALMAS;Registrada con actividad;SOCIAL DEPORTIVA;Calle  Calle Ángel Guimerá, número 107, (C. P. 35005 Las Palmas de Gran Canaria);Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
152;G35640754;"FUNDACIÓN CANARIA ""CAMILO SÁNCHEZ DE AYUDA A LOS ENFERMOS DE CÁNCER Y SUS FAMILIARES""";Registrada con actividad;SOCIALES;Avenida Avda. de Canarias, n? 338  -  VecindarioAVDA. DE TIRAJANA, 37. EDIFICIO MERCURIO, TORRE I piso 5 D;Santa Lucía;Las Palmas;Gran Canaria;-;_U
323;G76678143;FUNDACIÓN CANARIA TELESFORO BRAVO-JUAN COELLO;Registrada con actividad;INVESTIGACIÓN;Calle C/ San Juan nº 9;Puerto de La Cruz;Santa Cruz de Tenerife;Tenerife;http://fundaciontelesforobravo.com/;jaime.coellobravo@gmail.com
173;G35731702;"FUNDACION CANARIA ""SIETE ISLAS""";Liquidada;CULTURALES;Calle C/. Buenos Aires, nº 24;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
161;_U;"FUNDACION CANARIA ""PROTECCION ANIMALES"" desistimiento y archivo de las actuaciones.";Extinguida;PROTECCIÓN DE LOS ANIMALES;Edificio Mercurio, Torre II, 5º - E, Avda. de Tirajana;San Bartolomé de Tirajana;Las Palmas;Gran Canaria;-;_U
244;G35929504;FUNDACION CANARIA LUJAN PEREZ;Registrada con actividad;CULTURALES;Calle Canónigo Gordillo, nº 22;Santa María de Guía;Las Palmas;Gran Canaria;https://escuelalujanperez.com/;_U
85;G38437661;FUNDACION CANARIA DE LA CONSTRUCCION;En trámites de extinción;OTRAS;Calle C/ San Clemente, nº 24 - 5º A;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;info@funcac.com
150;G35657048;FUNDACIÓN CANARIA DE JUVENTUD IDEO M.P.;Registrada con actividad;EDUCATIVAS;Calle C / 1º de Mayo, nº 12-3ª Planta;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://fundacionideo.org/;prodmed@fundacionideo.com   asosmar@fundacionideo.com
272;G38968335;FUNDACION CANARIA PARA EL ESTUDIO E INVESTIGACION DE ENFERMEDADES DEGENERATIVAS;Sin actividad;INVESTIGACIÓN;Residencial Andrea, nº 27 (Finca Mackay) Avda. Veinticinco de Julio n.º 37 1º Dcha. 38004-Santa Cruz de Tenerife;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;fundacionfied@gmail.com
50;G38315701;FUNDACION ENCUENTROS EN LA IZQUIERDA;Registrada con actividad;CULTURALES;Calle C/. Nava de Grimon, 56, 2, 4.(Otro domicilio C/ Eduardo Curbelo nº 9 38550-Arafo -Tenerife);San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;http://fundacionencuentrosenlaizquierda.blogspot.com/;_U
83;_U;"FUNDACION CANARIA INICIATIVA SOCIAL PARA EL DESARROLLO INTEGRAL Y SOSTENIBLE DE LAS ISLAS CANARIAS  ""ISO-CANARIAS""";Sin actividad;MEDIOAMBIENTALES;Calle C/ Pérez Galdós, nº 1;Santa María de Guía;Las Palmas;Gran Canaria;-;_U
35;_U;FUNDACION VICENTE SANCHEZ ARAÑA.  CASTILLO FORTALEZA DE ANSITE;Sin actividad;EDUCATIVAS;Calle Tomas Arroyo Cardoso s/n;Santa Lucía;Las Palmas;Gran Canaria;-;_U
247;000;"FUNDACION TUTELAR CANARIA DE PERSONAS CON ENFERMEDAD PSIQUICA, ""FUTUPES CANARIAS""";Propuesta de extinción;BENÉFICAS;Calle C/. Padre José de Sosa, nº 24//   C/Marianao nº 45;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;afaes@afaes.es
233;G38842720;FUNDACIÓN CANARIA GUIDO KOLITSCHER;Registrada con actividad;CULTURALES;Casa Kolitscher-González,  San Bartolo, s/n;San Sebastián de la Gomera;Santa Cruz de Tenerife;La Gomera;http://www.fundacionguidokolitscher.org/;gregorio@fundacionguidokolitscher.org
186;G38742292;"FUNDACION CANARIA  ""LA ROSETA""";Sin actividad;CULTURALES;La Roseta, s/n,   Lomada de Punta Verde;Alajero;Santa Cruz de Tenerife;La Gomera;-;_U
248;G35943141;FUNDACION CANARIA ARCHIPIELAGO 2021;Liquidada;MEDIOAMBIENTALES;Calle Eduardo Benot, nº 1-1º Dcha;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;Las lleva Noelia COECAN
118;G38526968;"FUNDACION CANARIA  ""CENTRO CANARIO DEL AGUA""";Registrada con actividad;INVESTIGACIÓN;Calle C/. La marina, nº 26, planta 9ª, Eidificio de Servicios Múltiples I, Consejería de Obras Públicas, Vivienda y Aguas.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
264;_U;FUNDACION  CANARIA  ANIMATICA,  CENTRO  DE  TECNOLOGIAS  DE  ANIMACION, ANALISIS DE MOVIMIENTO E IMAGEN GENERADA POR ORDENADOR, (CTAAMIGO);Sin actividad;INVESTIGACIÓN;Calle C/. Aranjuez, nº 14 b;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
45;R3800321F;FUNDACIÓN CANARIA HOSPITAL DE LA INMACULADA;Registrada con actividad;SOCIALES;Calle Cologan, nº 19.;Puerto de La Cruz;Santa Cruz de Tenerife;Tenerife;-;direinmaculada.puerto@hmmadreiglesia.org
314;G76180603;FUNDACIÓN CANARIA THAMEL;Registrada con actividad;SOCIALES;Calle c/ Sagasta, nº 39, 3º-puerta 9, 35008-Las Palmas G.C.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;info@fundacioncanariathamel.com
299;G76562933;FUNDACIÓN CANARIA ISMAEL HERNÁNDEZ;Registrada con actividad;CULTURALES;Calle c/ Fuente de Santa Cruz, nº 3, oficinas planta 4ª, 38003-Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;lor@montero-aramburu.com
288;_U;FUNDACION CANARIA DE ONCOLOGIA INFANTIL NIÑO CORAJE;Sin actividad;BENÉFICAS;Calle c/ Juan Rumeu García nº 28, Cruz del Señor, (Oficina del voluntariado IASS), Santa Cruz de Tenerife.Ámbito: Canarias.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
47;G35028695;"FUNDACIÓN LABORAL CANARIA DE AUTOBUSES ""FULCA""";Registrada con actividad;LABORAL;Calle C/Viera y Clavijo nº 34-36-5º;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.guaguasglobal.com/wp-content/uploads/2021/06/Estado-de-Informacion-No-Financiera.Global.2019.pdf;asarmiento@globalsu.es    Antonio Abad Sarmiento
231;_U;FUNDACION CANARIA PARA EL ALZHEIMER SANTA LEONOR Y SANTA RITA;Sin actividad;BENÉFICAS;Carretera Carretera General de Las Dehesas, s/n;Puerto de La Cruz;Santa Cruz de Tenerife;Tenerife;-;tomasvillar@hogarsantarita.com
328;G76227222;FUNDACIÓN CANARIA CONDADO DE LA VEGA GRANDE DE GUADALUPE;Registrada con actividad;CULTURALES;Calle C/ Doctor Chil, nº 8;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;msantana@invercasti.com Marcos
337;G76715465;Fundación para la Promoción y Estudio de la Narrativa en Imágenes (CINE+COMIC) Fundación Canaria.;Registrada con actividad;CULTURALES;Calle  San Clemente, nº 24, Piso 6 A, en el término municipal de Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;admon.idea@gmail.com
347;G76287937;FUNDACIÓN CANARIA CURBELO SANTANA;Registrada con actividad;CULTURALES;Calle Calle Los Reyes  n°155 35550 San Bartolomé Lanzarote – LAS PALMAS;San Bartolomé de Lanzarote;Las Palmas;Lanzarote;-;FUNDACIONCURBELOSANTANA@GMAIL.COM
36;_U;FUNDACION CANARIA PARA EL DESARROLLO DE LA INVESTIGACION DE LA CIRUGIA EN CANARIAS (FUNDICA);Sin actividad;INVESTIGACIÓN;Catedra de Cirugia de la Universidad de La Laguna, Facultad de Medicina, Ofra;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
239;_U;FUNDACION CANARIA PARA LA COOPERACION Y EL DESARROLLO EXTERIOR;Sin actividad;BENÉFICAS;Calle C/. Mas de Gaminde, nº 47, 8º - B.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
236;G35928498;FUNDACIÓN CANARIA FORJA;Registrada con actividad;SOCIALES;Calle c/ Carvajal, nº 4, Local bajo. 35004-  LAS PALMAS DE G.C.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://fundacionforja.org/;dunia.rodriguez@fundacionforja.org
209;G121212;FUNDACION CANARIA PATRONATO DE LA CASA DEL NIÑO DE LA PROVINCIA DE LAS PALMAS;Registrada con actividad;_U;Calle calle;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
394;G16812356;FUNDACIÓN CANARIA HIPONA PROYECTO ZAIDA;Registrada con actividad;EDUCATIVAS;Avenida Guillermo Santana Rivero n.º 13, 5º-C, 35012, de Las Palmas de Gran Canaria.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
342;G76274877;FUNDACIÓN CANARIA DINOSOL;Registrada con actividad;CULTURALES;Calle C/ Luis Correa Medina, nº 9, planta 1. Miller Bajo.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;margarita.cejas@grupodinosol.es  dara.martin@grupodinosol.es
26;_U;FUNDACION INSULA -Sin Actividad-;Sin actividad;EDUCATIVAS;Edificio de la Escuela de Vela, Puerto Colón- Urbanizac. San Eugenio;Adeje;Santa Cruz de Tenerife;Tenerife;-;_U
318;G76201334;FUNDACIÓN CANARIA HELP FREELY FOUNDATION;Registrada con actividad;SOCIALES;Calle c/ Eduardo Benot, nº 1, Planta 6ª;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;info@helpfreely.org
120;G38528824;"FUNDACIÓN CANARIA ""OROTAVA HISTORIA DE LA CIENCIA""";Registrada con actividad;CULTURALES;Calle C/. Calvario, nº 17;La Orotava;Santa Cruz de Tenerife;Tenerife;-;contacto@fundacionorotava.org ---- anadelgado@fundacionorotava.com
423;G21867056;FUNDACIÓN CANARIA AFLORA;Registrada con actividad;OTRAS;Calle Juan Diego de la Fuente, n.º 18;Telde;Las Palmas;Gran Canaria;-;_U
70;G38370334;"FUNDACIÓN CANARIA PARA LA FORMACIÓN INTEGRAL E INSERCIÓN SOCIO-LABORAL ""ATARETACO""";Registrada con actividad;EDUCATIVAS;Polígono Polígono Industrial SUBIDA AL Mayorazgo 1ª TRANSVERSAL S/N;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.ataretaco.org/;dulce.bethencourt@ataretaco.org
369;G76817915;MUNAY FUNDACIÓN CANARIA;Registrada con actividad;BENÉFICAS;Avenida Barranco de Las Torres, n.º 10, oficina 2º-A, Los Olivos;Adeje;Santa Cruz de Tenerife;Tenerife;-;_U
97;_U;"FUNDACION  ""BENCOMO""";Sin actividad;SOCIALES;Calle C/. San Vicente Ferrer, esquina Méndez Núñez   (Edificio La Palmera);Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
302;G76155050;FUNDACIÓN CANARIA DE FORMACIÓN Y MECENAZGO;Registrada con actividad;CULTURALES;Calle c/ Alfred Nobel, nº 27, 35013, Las Palmas G.C.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;director@ralonsfundacion.com
296;0203;FUNDACION CANARIA PUERTA ABIERTA;Sin actividad;SOCIALES;Calle C/ Las Paredes, nº 16 La Sabinita;Arico;Santa Cruz de Tenerife;Tenerife;-;_U
309;G38001749;FUNDACIÓN CANARIA PRIVADA CAJA GENERAL DE AHORROS DE CANARIAS- FUNDACIÓN CAJACANARIAS;Registrada con actividad;BENÉFICAS;Plaza del Patriotismo, nº 1, 2ª planta, 38002, Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;administracion@fyde-cajacanarias.es
201;G38783288;FUNDACIÓN CANARIA PARA LA MODERNIZACIÓN Y EL DESARROLLO LOCAL  (FUNDACIÓN MODELO);Registrada con actividad;BENÉFICAS;Calle C/. Juan Pérez Delgado Nijota, nº 16;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.fundacionmodelo.es/;fundacionmodelo@hotmail.com
409;G56646011;FUNDACIÓN CANARIA UNIVERSITARIA  DE LANZAROTE;Registrada con actividad;EDUCATIVAS;Avenida de Naos, N.º 38, piso 1º D, (Edif. Nootec), Arrecife;Arrecife;Las Palmas;Lanzarote;-;_U
425;G22857288;FUNDACIÓN CANARIA SPAR;Registrada con actividad;CULTURALES;Calle Josefina Mayor nº 3.Urbanización industrial El Goro. Telde;Telde;Las Palmas;Gran Canaria;-;_U
141;_U;FUNDACION CANARIA PARA AYUDA Y DESARROLLO DEL DEPORTE COLOMBOFILO ANTONIO GAMEZ HERRERA;Sin actividad;OTRAS;Calle C/. Sansón y Barrios, nº 29;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
111;_U;"FUNDACION CANARIA PARA LA PROMOCION DE ACTIVIDADES CULTURALES, PSICOFISICAS Y PEDAGOGICAS EN CANARIAS ""CULTURA Y DIVERSIDAD""";Sin actividad;CULTURALES;Calle C/. Mª Rosa Alonso, nº 12  -  La Higuerita;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
395;G72890072;FUNDACION CANARIA DE ARTE FLAMENCO;Registrada con actividad;EDUCATIVAS;Plaza de la Real Sociedad de Amigos del País nº 1, de Las Palmas de Gran Canaria (35001).;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;marilu.cumare@auren.es
73;G38378030;"FUNDACIÓN CANARIA PARA FORMACIÓN Y DESARROLLO EMPRESARIAL DE LA FUNDACIÓN CANARIA PRIVADA CAJA GENERAL DE AHORROS DE CANARIAS  ""FYDE-CAJACANARIAS""";Registrada con actividad;INVESTIGACIÓN;Plaza del Patriotismo, nº 1;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.fyde-cajacanarias.es/aviso-legal/;freyes@fyde-cajacanarias.es
406;G56443542;FUNDACIÓN CANARIA IMAGINE2050;Registrada con actividad;INVESTIGACIÓN;Calle Juan Ravina Méndez, N.º 5-A, planta 3ª del Polígono Industrial Costa Sur,;El Rosario;Santa Cruz de Tenerife;Tenerife;-;_U
19;G35299320;FUNDACIÓN INSTITUTO TECNOLÓGICO DE CANARIAS;Sin actividad;CIENTÍFICAS;Avenida Avda. Primero de Mayo, Nº 33 - 3º otro domicilio a efectos de notificaciones: C/ León y Castillo nº 213 35004 LPGC);Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
200;G38786059;FUNDACIÓN CANARIA DEL INSTITUTO CANARIO DE INVESTIGACIÓN DEL CÁNCER;Registrada con actividad;INVESTIGACIÓN;Avenida Avd. De la Trinidad Nº 61-Torre Agustín Arevalo 7ªPLA. 38204  - SAN CRISTÓBAL DE LA LAGUNA  (TENERIFE);San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;https://www.icic.es/;gerencia@icie.es
127;_U;"FUNDACION CANARIA  ""DAVID GOLDSMITH""";Sin actividad;CULTURALES;Urbanización El Tope, Edificio Montalbán  A-23;Puerto de La Cruz;Santa Cruz de Tenerife;Tenerife;-;_U
332;55555555555;FUNDACIÓN CANARIA MONUMENTO A LA TOLERANCIA EN LA MONTAÑA DE TINDAYA;Registrada con actividad;CULTURALES;Calle Cabildo de Fuerteventura, c/  Rosario, número 7, Puerto del Rosario,  Fuerteventura.;Puerto del Rosario;Las Palmas;Fuerteventura;www.cabildofuerteventura.org;www.cabildofuerteventura.org
37;G35046127;FUNDACIÓN CANARIA HERMANOS JUAN Y JUANA ESPINO JUÁREZ;Registrada con actividad;BENÉFICAS;Lomito de Tenoya, 11, Tenoya.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;killian@atriumasesores.com       nocalez@hotmail.com
422;B-76794551;FUNDACIÓN CANARIA YOUR TEAM;Registrada con actividad;SOCIALES;Calle  Punta La Arena nº 1, Escalera 1, Planta 3ª, Puerta 22 (Los Cancajos);Breña Baja;Santa Cruz de Tenerife;La Palma;-;_U
112;G35521533;"FUNDACION CANARIA PARA EL TRATAMIENTO INTEGRAL DE LA PARALISIS CEREBRAL INFANTIL  ""T.I.P.C.I.""";Registrada con actividad;_U;Calle C/. Padre José de Sosa, nº 11 otro domicilio (C/ La Matula nº 9 San Roque 35015 LPGC;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.fundaciontipci.com/;fundaciontipci@gmail.com
205;G35820950;"FUNDACIÓN CANARIA ""ÓLIVER MAYOR CONTRA LA FIBROSIS QUÍSTICA""";Registrada con actividad;SOCIALES;Calle C/ Antonio Manchado Viglietti nº 1;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://fundacioncanariaolivermayorfq.com/;fundacioncanariaolivermayorfq.org
352;G76750611;FUNDACIÓN CANARIA HERMANOS ACEVEDO GONZÁLEZ;Registrada con actividad;CULTURALES;Calle C/ Gorvorana nº 2-  Los Realejos 38410-STA. CRUZ DE TENERIFE;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;rakeag@hotmail.com
298;G76549922;FUNDACIÓN CANARIA DE ESTUDIOS TERAPÉUTICOS;Registrada con actividad;CULTURALES;Calle c/ Elías Serra Rafols nº 16, vivienda nº 14, 38009-Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://fciisc.org/;chandbros@yahoo.com
363;G76321975;FUNDACIÓN CANARIA BINTER;Extinguida;SOCIALES;Calle C/ Ignacio Ellacuría Beascoechea, n.º 2, Parque Industrial de Melenara. 35214, de Telde, Gran Canaria.;Telde;Las Palmas;Gran Canaria;-;aperezmunoz@deloitte.es
176;_U;"FUNDACION CANARIA ""ORQUESTA SINFONICA ISLA DE LA PALMA""";Sin actividad;CULTURALES;Plaza de España, s/n. ayuntamiento de Los LLanos de Aridane;Los Llanos de Aridane;Santa Cruz de Tenerife;La Palma;-;_U
18;G35215953;"FUNDACION ""ALEJANDRO DA SILVA""";Registrada con actividad;BENÉFICAS;Calle C/ León y Castillo, nº 279 (esquina hermanos García de La Torre);Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;http://www.fundacionalejandrodasilva.org/       https://m.facebook.com/fadas1989/;lpadministracion@fadas.es     tfadministracion@fadas.es
331;G76686765;FUNDACIÓN CANARIA LOS SABANDEÑOS;Registrada con actividad;CULTURALES;Calle Museo Los Sabandeños, antigua casona del siglo XVIII, en la calle Capitán Brotons, n°7 y 9 de San Cristóbal de La Laguna.;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;info@biplaza.es  MIGUEL.VELAZQUEZ@BIPLAZA.ES
193;G38744306;"FUNDACION CANARIA  ""CORREILLO LA PALMA""";Registrada con actividad;OTRAS;"Polígono Pabellón Insular de Deportes ""Santiago Martín"", Planta Baja, oficina 1.5C/. Las Macetas, s/n, Los Majuelos";San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;https://www.correillolapalma.com/;correillolapalma@tenerife.es
407;G56496219;FUNDACION CANARIA SAN VICENTE;Registrada con actividad;BENÉFICAS;Calle Alcalde Ginés de la Hoz, N.º 14, 2º-B, C.P. 35.500 de Arrecife, Lanzarote, Provincia de Las Palmas.;Arrecife;Las Palmas;Lanzarote;-;coordrnac¡ón@fundacioncanariasanvicente.com
90;G35457175;"FUNDACIÓN LABORAL CANARIA DEL SECTOR DE LA AUTOMOCIÓN ""FULCAUTO""  ----PROPUESTA DE EXTINCIÓN---";En trámites de extinción;LABORAL;Calle C/ Viera y Clavijo, nº 34//AVDA.ESCALERITAS Nº 34 3º B 35011;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
180;G38735908;"FUNDACIÓN CULTURAL CANARIA DE INGENIERÍA Y ARQUITECTURA ""BETANCOURT Y MOLINA""";Registrada con actividad;CULTURALES;Calle Avda. Profesor Peraza de Ayala, nº 8 - 4º B.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
284;G76065622;FUNDACIÓN CANARIA DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA DE GRAN CANARIA;Registrada con actividad;CULTURALES;Calle Teatro Cuyas, C/ Viera y Clavijo , s/n;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://teatrocuyas.com/la-fundacion.html;info@teatrocuyas.com
147;_U;FUNDACION NACIENTES MARCOS Y CORDERO, FUNDACION CANARIA;Sin actividad;CULTURALES;Calle C/. Alonso Pérez Díaz, nº 26;San Andrés y Sauces;Santa Cruz de Tenerife;La Palma;-;_U
144;G38617866;"FUNDACION CANARIA ""SAGA ROOS""";Registrada con actividad;PROTECCIÓN DE LOS ANIMALES;Calle C/. Turina, nº 1 - Edificio Duraflor 102;Puerto de La Cruz;Santa Cruz de Tenerife;Tenerife;-;info@refugiodeanimales.org
103;2;"FUNDACIÓN CANARIA DE INVESTIGACIÓN Y SALUD ""FUNCIS"" -EXTINGUIDA POR FUSIÓN. Por la Fundación FUNCANIS (ABSORBENTE)";Extinguida por fusión;INVESTIGACIÓN;Calle C/. General Martínez Anido, nº 7 - 2º;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
197;G35573922;FUNDACIÓN CANARIA DE ARTE TRANCHE;Registrada con actividad;CULTURALES;Calle Domingo J. Navarro, nº 32;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://fcdp.es/es/;olivia-dominguez@auditeide.com
29;G35273762;FUNDACION COLECTIVO MAFASCA;Registrada con actividad;CULTURALES;Calle Marcos Trujillo, 11;Antigua;Las Palmas;Fuerteventura;-;fundacionmafasca@gmail.com
260;G35992940;FUNDACION CANARIA FARRAH PARA LA COOPERACION Y EL DESARROLLO SOSTENIBLE;Registrada con actividad;INVESTIGACIÓN;Calle C/. García Morato, nº 24 - 1;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://fundacionfarrah.org;patronato@fundacioncanariasrecicla.org  administracion@fundacionfarrah.org
345;G76279470;LA NATTALE FUNDACIÓN CANARIA.;Registrada con actividad;BENÉFICAS;Calle Calle Camino Hornos del Rey, n° 1;Telde;Las Palmas;Gran Canaria;http://www.nattalefundacioncanaria.org/;info@nattalefundacioncanaria.org
254;_U;FUNDACION CANARIA GERIATRICO VIRGEN DE CANDELARIA (SIN ACTIVIDAD);Sin actividad;BENÉFICAS;Calle C/. Nava y Grimón, nº 10;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
82;_U;FUNDACION CANARIA DEL TRANSPORTE;Sin actividad;EDUCATIVAS;Calle C/ Venegas, nº 65- 5ª planta;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
191;_U;"FUNDACION CANARIA ""VICTOR ZURITA SOLER""";Sin actividad;CULTURALES;Calle C/. Ruiz de Padrón, nº 3 - 3ª planta;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
379;G02960086;FUNDACION CANARIA OCHOSILABAS;Registrada con actividad;CULTURALES;PLAZA PARROCO MANUEL GUEDES, nº1  -  1ºC;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
268;_U;FUNDACIÓN CANARIA DE ENERGÍAS RENOVABLES;Extinguida;INVESTIGACIÓN;Ayuntamiento de Tuineje, Plaza de San Miguel, s/n.;Tuineje;Las Palmas;Fuerteventura;-;_U
388;G72878606;FUNDACIÓN CANARIA CENTRO ATLÁNTICO DE TECNOLOGÍA;Registrada con actividad;INVESTIGACIÓN;Avenida Avenida Andrés Perdomo, s/n. Edificio Zona Franca, Ofic. 4, Dársena Exterior del Puerto;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
1;456;FUNDACION INSIDESCAJACANARIAS-COMUNICACIÓN CESE ACTIVIDAD AÑO 1992;Extinguida;INVESTIGACIÓN;Plaza de Santo Domingo, 1.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
373;G01984368;FUNDACIÓN CANARIA 20/21 ARTE Y EDUCACIÓN;Registrada con actividad;CULTURALES;Calle Calle Los Poetas, nº 3, c.p. 38780, de Tijarafe,;Tijarafe;Santa Cruz de Tenerife;La Palma;-;_U
14;G38014239;FUNDACION CANARIA BENEFICO DOCENTE SAN ISIDRO LABRADOR;Registrada con actividad;EDUCATIVAS;Calle Franchy Alfaro, 4;La Orotava;Santa Cruz de Tenerife;Tenerife;-;tomas@salesianos-orotava.es
179;_U;"FUNDACION CANARIA ""RAFAEL CLAVIJO"" PARA LA INVESTIGACION BIOMEDICA";Extinguida;INVESTIGACIÓN;Carretera Carretera La Cuesta-Taco, Ofra (Hospital Universitario de Canarias);San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
135;_U;FUNDACION CANARIA PARA LA FORMACION Y EL DESARROLLO DE LA FORMACION;Sin actividad;EDUCATIVAS;Avenida Avda. Fred Olsen, nº 6, 1º;Arrecife;Las Palmas;Lanzarote;-;_U
